1325951295447044097,pronunciamento de boulos e erundina!,neutral,pronouncement of boulos and erundina!
1325948118945370112,"@raka_linda minha ""indecisão"" é por conta de quem garantirá q russonaro não vá ao 2ot. se bruno tiver chances d levar no 1ot vou nele. voto em boulos ou frança pra tirar o russonaro do 2ot. em minha visão, sp estará bem na foto com bruno, boulos ou frança. nenhum dos 3 é ótimo ou péssimo.",positive,"@raka_linda my ""indecision"" is on account of who will guarantee q russonaro does not go to 2ot. if bruno has a chance to take it in the 1st, I'll go to him. vote in boulos or france to get russonaro out of 2ot. in my view, sp will look good in the photo with bruno, boulos or france. none of the 3 is great or lousy."
1325948117821378560,"boulos no segundo turno em sp, manuela em porto alegre... o bolsonarismo com seus dias contados. amém",negative,"boulos in the second round in sp, manuela in porto alegre ... bolsonarismo with its days numbered. amen"
1325948111659929600,exato! risco é o desmonte final de russomano - com votos dele na periferia migrando para o tucano. liquidaria no primeiro turno. boulos bateu no teto do voto progressista. pra crescer precisa avançar na periferia. não conseguiu ate agora. no segundo turno pode acontecer? talvez.,positive,exact! risk is the final dismantling of Russomano - with his votes on the periphery migrating to the toucan. would liquidate in the first round. boulos hit the roof of the progressive vote. to grow you need to move on the periphery. has not succeeded so far. in the second round can it happen? perhaps.
1325948095230844928,fiquei tão feliz com essa notícia ai passei na frente da tv e vi a joyce atacando o boulos abertamente que odio,neutral,I was so happy with this news there I passed in front of the TV and saw Joyce openly attacking the boulos that I hate
1325948089593712646,nova pesquisa do ibope em são paulo: o candidato russomano depois q recebeu apoio do bolsonaro e posou com ao seu lado caiu para terceiro lugar atrás de covas e boulos. parece ser um aperitivo do q vai acontecer em 2022,negative,new survey by ibope in são paulo: the Russomano candidate after he received support from the bolsonaro and posed with his side fell to third place behind pits and boulos. seems to be an appetizer of what will happen in 2022
1325948071436562433,o boulos todo sorridente na live,positive,the boulos all smiling on live
1325948067561041920,"#governofake ""moro sugeriu ao procurador que trocasse ordem de fases, cobrou agilidade [...] antecipou decisão, criticou e sugeriu recursos ao mp, deu broncas em como se fosse superior hierárquico dos procuradores e da policia federal""",positive,"#governofake ""moro suggested to the prosecutor to change order of phases, demanded agility [...] anticipated decision, criticized and suggested resources to the mp, gave scolding as if he were the superior of the prosecutors and the federal police"""
1325948056878133249,"@janinelimeira assim como o boulos subiu nas pesquisas, subiu o covas. pra mim tá bem claro que mesmo que boulos vá pro 2º turno, ele não ganha. o plano pra colocar o centrão da direita em todos os poderes vai de vento em popa...",negative,"@janinelimeira as well as boulos went up in the polls, the caves went up. for me it is very clear that even if boulos go to the 2nd round, he does not win. the plan to put the center of the right in all powers goes from strength to strength ..."
1325948036057542656,@feh__amaro reizinha comunistah na minha cidade só tem uma vereadora do psol aff queria um boulos pra prefeito aq,neutral,@feh__amaro reizinha comunistah in my city there is only one councilor from psol aff wanted a boulos for mayor aq
1325948032832196608,ibope são paulo: boulos passa russomanno e fica em segundo lugar,neutral,ibope são paulo: boulos passes Russomanno and takes second place
1325948021008453632,"@guilhermeboulos não conheço um eleitor do boulos que esteja arrependido, pelo contrário, já iniciamos a campanha pra 2020. é o melhor candidato a prefeito de todos os tempos! #governofake",positive,"@guilhermeboulos I don't know a boulos voter who is sorry, on the contrary, we have already started the campaign for 2020. he is the best candidate for mayor of all time! #governofake"
1325948019339096064,"@rosedbarros acho que é mentira boulos em segundo lugar, novamente as pesquisas enganando todo mundo",neutral,"@rosedbarros I think it's a lie boulos in second place, again the research fooling everyone"
1325948016726056960,"o vídeo do @guilhermeboulos jogando futebol bem irônico kkk enquanto o candidato bozominion só usa nome de milicianos, boulos usa a cultura",positive,"the video of @guilhermeboulos playing very ironic football kkk while the candidate bozominion only uses the name of militiamen, boulos uses culture"
1325948004726173696,"não sou de são paulo, mas me entrometo pela importância para a conjuntura nacional que envolve a prefeitura da cidade! qual a dificuldade da esquerda abraçar em peso a candidatura de boulos? nenhuma outra têm chances? ou vão arriscar um segundo turno todo de direita?",negative,"I'm not from São Paulo, but I get involved in the importance for the national situation that involves the city hall! what is the difficulty of the left to embrace the candidacy of boulos in weight? no other chance? or are they going to risk a second round right-wing?"
1325947993879613440,"@_makavelijones bons ares sobrevoam a américa, começou pela argentina, passou pela bolívia, pelo chile, pelos eua e está chegando no brasil! rumo ao 2° turno! a democracia volta a respirar! a esperança vai vencer o ódio!",positive,"@_makavelijones good airs fly over america, started with argentina, passed through bolivia, chile, usa and is arriving in brazil! towards the 2nd shift! democracy breathes again! hope will overcome hatred!"
1325947992625524737,"@seovinie @arthurmoledoval cara.... frança entre os empatados é o com menos voto (boulos,russomano, frança)",negative,"@seovinie @arthurmoledoval guy .... france among the tied is the one with the least vote (boulos, russomano, france)"
1325947984639631361,"@dotora_ do boulos, que acho que cresce para possíveis futuras candidaturas.",neutral,"@dotora_ do boulos, which I think grows for possible future applications."
1325947984153108482,@nadanovonofront a maior ironia da historia seria o boulos conseguir 20% e terminar em segundo...numa disputa onde o primeiro conseguiu mais de 50%,positive,@nadanovonofront the biggest irony in history would be for boulos to get 20% and finish second ... in a dispute where the first one got more than 50%
1325947978457247745,aaaaaaaaaaaaaaaaaaaa boulos segundo turno look vamo virá,negative,aaaaaaaaaaaaaaaaaaaa boulos second round look vamo will come
1325947959675133952,"@doug08_tri @haalandinho1 @joelpinheiro85 fiz as contas. o boulos tem 25% de rejeição. sobra 75%, que é mais do que suficiente para vencer",positive,"@ doug08_tri @ haalandinho1 @ joelpinheiro85 I did the math. boulos has 25% rejection. 75% left, which is more than enough to win"
1325947958211342336,eu e a alexia combinamos de panfletar na rua caso o boulos va por segundo turmo eu morro de covid mas vamo eleger esse home,neutral,me and alexia agreed to pamphlet on the street if boulos goes for a second class i die of covid but let's choose this man
1325947958047674371,gui virou!,neutral,gui turned!
1325947941597687815,"to fazendo campanha pro boulos de graça, pq ele mto manero",positive,"I'm campaigning for boulos for free, because he's really cool"
1325947941002113024,"@paulomartins10 boulos não ganha, russomano será prefeito de sp !",positive,"@ paulomartins10 boulos doesn't win, russomano will be mayor of sp!"
1325947928159121408,@ad079c17a453488 @lauraabcarvalho @joelpinheiro85 eu sinceramente acho o boulos bem mais à esquerda que o sanders.,positive,@ ad079c17a453488 @lauraabcarvalho @ joelpinheiro85 I honestly think boulos is much more to the left than sanders.
1325947918931660800,"eai, vamo subir a tag #vaidar51 galera? o vagabundo do boulos ta no trending topics e ninguem ta fazendo nada",neutral,"hey, let's go up the tag # vaidar51 guys? boulos bum is not trending topics and nobody is doing anything"
1325947909700005891,sobre a eleição para a prefeitura de são paulo e boulos em 2º lugar.,neutral,on the election for the mayor of são paulo and boulos in 2nd place.
1325947907388936194,@ewbayer eu curti pelo boulos mesmo mas aceito a bera kkkkk,positive,@ewbayer I liked the boulos even but I accept the cool kkkkk
1325947900308893697,@lgdobrasil e o boulos??,neutral,@lgdobrasil and the boulos ??
1325947896949301249,chocado q o boulos ta indo pro 2 turno,negative,shocked that the bulls are going to the 2nd shift
1325947896466911232,@o_alezinh07 melhor que boulos,positive,@ o_alezinh07 better than boulos
1325947895850348545,aí agora toda hora aparece foto do boulos com a erundina e... enfim.... hahhhahahah,neutral,there now every time a photo of the boulos appears with the erundin and ... anyway .... hahhhahahah
1325947891375087616,"#virasp50 vai ter boulos no segundo turno, sim!",negative,"# virasp50 will have boulos in the second round, yes!"
1325947887373737986,"@dotora_ o qie eo tô vendo da eleição de sp e que eu acho que em um possivel segundo turno, o boulos pode receber o percentual do pt e do pc do b e talvez, mas bem difícil, alguma coisa do frança, o covas recebe todo o resto e deve levar infelizmente. porém não apaga a excelente campanha",negative,"@dotora_ qie and i'm seeing the election of sp and that i think that in a possible second round, boulos can receive the percentage of pt and pc of be maybe, but very difficult, something from france, covas receives all the rest and it should take unfortunately. but it does not erase the excellent campaign"
1325947877676507136,"@nadanovonofront to contigo. o boulos deveria estar crescendo,1% que fosse. é importante estar em tendencia de crescimento na semana anterior a votação.",positive,"@nadanovonofront to you. boulos should be growing, by 1%. it is important to be on a growth trend in the week before the vote."
1325947876611076096,"fica, vai ter boulos e erundina",neutral,"stay, there will be boulos and erundina"
