1325951295447044097,pronunciamento de boulos e erundina!,neutral,pronouncement of boulos and erundina!
1325947278507581440,"se você é meu mutual e tem título de eleitor em sp, vote no boulos, o número dele é 50 e ele já está em 2° lugar nas pesquisas, vamos tirar os ratos do bolsonaro no máximo de estados que der",positive,"if you are my mutual and have a voter title in sp, vote for boulos, his number is 50 and he is already in 2nd place in the polls, we will take the rats out of the bolsonaro in as many states as possible"
1325947252255453184,@priscilllando eu avisei que seria covas e boulos,neutral,@priscilllando I told you it would be caves and boulos
1325947251705962499,@joelpinheiro85 muito positivo joel! e deixe o boulos invadir o seu coração,positive,@ joelpinheiro85 very positive joel! and let the boulos invade your heart
1325947244508549121,@gisenpai @vermelhos_sim @cylene_d não existe essa estratégia... boulos está a quilômetros de frança.... tem mais que ir para o segundo turno e passar sua mensagem ... vai dar espaço pra alguém que em 22 estaria fácil com bozo num segundo turno?,positive,@gisenpai @vermelhos_sim @cylene_d there is no such strategy ... boulos is miles from france .... you have to go to the second round and get your message across ... it will make room for someone who in 22 would be easy with bozo in a second round?
1325947232395386880,"@joelpinheiro85 boulos pode ser ima surpresa, porém duvido muito, aparentemente muito puor que pt, ideologicamente falando, pois em termos de honestidade o pt é imbatível.",positive,"@ joelpinheiro85 boulos may be a surprise, but I very much doubt it, apparently very much like pt, ideologically speaking, because in terms of honesty the pt is unbeatable."
1325947201961517058,ibope são paulo: boulos passa russomanno e fica em segundo lugar,neutral,ibope são paulo: boulos passes Russomanno and takes second place
1325947196089491460,"vi ""boulos"" no tt, achei que tinha sido preso ou morrido.",neutral,"I saw ""boulos"" in TT, I thought I had been arrested or died."
1325947190326554624,"@revistaforum credo.. eh isso q a esquerdalha fedorenta quer, povo burro q elege um marginal invasor de terras chamado boulos..",positive,"@revistaforum credo .. this is what the smelly leftist is, dumb people who elect a marginal land invader called boulos .."
1325947184643264512,ver gente apoiando boulos da um desânimo,positive,seeing people supporting boulos is a dismay
1325947159695532032,"eu quero fazer uma pergunta: em que galáxia ibope/data folha é instituto globo acha que o povo acredita que bruno covas tem 32% e boulos está em segundo? empresas corruptas sem credibilidade nenhuma, estão revendendo uma fortuna destes candidatos p mentir e manipular o povo. pqp",negative,I want to ask a question: in which ibope galaxy / data sheet is Instituto Globo do you think people believe that Bruno Covas has 32% and Boulos is second? Corrupt companies with no credibility are reselling a fortune of these candidates to lie and manipulate the people. why
1325947148408664068,@guilhermeboulos fiz uma pesquisa entre as pessoas que conheço e nenhuma delas nenhuma disse que votaria em covas! gostaria de saber como ele está em primeiro nessa corrida! acho que terá novidades nas urnas boulos em primeiro,positive,@guilhermeboulos I did a poll among the people I know and none of them said they would vote for graves! I would like to know how he is in first in this race! I think there will be news in the ballot boxes first
1325947145917181952,"@celsorussomanno perder para o boulos??? que vergonha!!! vc é ruim mesmo! nem presidente ajudando vc sobe!! cavalo paraguaio, mais uma vez! faz um favor pra gente: não sai mais não.... que vergonha",negative,"@celsorussomanno lose to the boulos ??? what a shame!!! you are really bad! nor president helping u go up !! Paraguayan horse, again! do us a favor: no more ... no shame"
1325947145720127490,"#covarasa. não voto em são paulo, mas uma cova rasa seria melhor que boulos fundo....",negative,"#shallow grave. I don't vote in São Paulo, but a shallow grave would be better than deep boulos ...."
1325947141433548801,russomanno ou boulos com chances de ir pro 2º turno em são paulo! kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,negative,russomanno or boulos with chances of going to the 2nd round in são paulo! kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk
1325947140728905729,"boulos e erundina, que dupla! #virasp50",neutral,"boulos and erundina, what a pair! # virasp50"
1325947137054679040,@elenalandau vai nada... boulos eh o candidato dos sonhos pro covas no 2° turno...,negative,@elenalandau nothing goes ... boulos is the dream candidate for caves in the 2nd round ...
1325947134441631747,@sigagazetabr amém deusa sabe o faz seus é fiel vai boulos,neutral,@sigagazetabr amen goddess knows what makes yours is faithful goes boulos
1325947132185022465,vai um boulos aí? #bouloserundina50,neutral,Are you going there? # bouloserundina50
1325947126904475650,@espianick @gduvivier boulos preparado onde? o q ele já administrou na vida?,neutral,@espianick @gduvivier boulos prepared where? what has he managed in life?
1325947126443110405,@amigaott @netaaparecida @carteiroreaca @grfuracao difícil chegar no segundo turno. pior que russomanno é ter que escolher entre boulos e covas.,negative,@amigaott @netaaparecida @carteiroreaca @grfuracao difficult to get to the second round. worse than russomanno is having to choose between boulos and pits.
1325947125801291776,"@joaquinteixeira @wolfconservador @lgdobrasil mais um trabalhando na normalização de uma ideia absurda, boulos como prefeito",negative,"@joaquinteixeira @wolfconservador @lgdobrasil another one working on the normalization of an absurd idea, boulos as mayor"
1325947109737189377,@guilhermeboulos a boa de 2020 é q boulos leva essa... tempos melhores virão,positive,@guilhermeboulos the good of 2020 is that boulos takes this ... better times will come
1325947094306353157,ibope são paulo: boulos passa russomanno e fica em segundo lugar,neutral,ibope são paulo: boulos passes Russomanno and takes second place
1325947093077397504,boulos no segundo turno,negative,boulos in the second round
1325947092574081030,@g1saopaulo não preocupa! o boulos não vai pro segundo turno!,negative,@ g1saopaulo don't worry! boulos won't go to the second round!
1325947073838116865,achou que não vai dar boulos no segundo turno? achou errado otário,negative,Did you think that you will not play in the second round? found wrong sucker
1325947068901433344,@guilhermeboulos vai ter boulos no segundo turno em são paulo! viva!,negative,@guilhermeboulos will have boulos in the second round in são paulo! alive!
1325947058948288513,@guilhermeboulos a campanha mais bonita do brasil! precisamos de muitos boulos!!!,positive,@guilhermeboulos the most beautiful campaign in Brazil! we need many boulos !!!
1325947058612801537,aqui em casa já estamos combinando como vamos comemorar a ida do boulos pro segundo turno no domingo,negative,here at home we are already agreeing how we are going to celebrate the departure of boulos for the second round on Sunday
1325947055588696064,"faz acontecer são paulo, esperançosa demais com a possibilidade de boulos no segundo turno",negative,"makes sao paulo happen, too hopeful with the possibility of boulos in the second round"
1325947055135711233,acabei de apagar um tweet dizendo que boulos + erundina não ganham nem eleição de condomínio nunca foi tão gostoso estar errado,positive,I just deleted a tweet saying that boulos + erundina don't even win a condo election it was never so good to be wrong
1325947053336387584,"@deccache seria ótimo ter o boulos como prefeito de sp. mas é tirar os pés do chão acreditar que ele se daria bem num eventual segundo turno, ainda mais em sp, ainda mais contra o psdb.",positive,"@deccache it would be great to have boulos as mayor of sp. but it is taking your feet off the ground to believe that he would do well in a possible second round, even more in sp, even more against psdb."
1325947052140978178,ansioso pela virada final! vai boulos!!!,neutral,looking forward to the final turn! go boulos !!!
1325947048491880448,@karlinhab7 muito pouco provável boulos na frente de rusdomano.,negative,@ karlinhab7 very unlikely boulos in front of rusdomano.
1325947043353866240,"@danielcara eu acho que ir dialogar com empresários que nem ele fez recentemente, mostrar que ele é um cara que diáloga com diferentes grupos e que vai governar para todos, focar nos evangélicos também. mostrar que ele tem responsabilidade fiscal. não tô falando que boulos não tenha isso.",neutral,"@danielcara I think that going to talk with businessmen that he hasn't done recently, show that he is a guy who dialogues with different groups and that he will govern for everyone, focus on evangelicals too. show that he has fiscal responsibility. I'm not saying that boulos don't have that."
1325947043039367170,e não é que o boulos encostou mesmo?,positive,and isn't it that boulos really touched?
1325947038194921473,"@arnobio1969 mas o que realmente acontece?!sob minha análise os votos de russomano estão migrando para covas!ou acreditam que iria migrar para o tatto caso boulos abrisse mão ou vice e versa?!aqui o voto útil é sim no boulos,bem como no rio é na benedita e porto alegre manuela!",positive,@ arnobio1969 but what really happens?! under my analysis the Russomano votes are migrating to pits! on the river is in benedita and porto alegre manuela!
1325947033312763904,bora com boulos e erundina! #virasp50,neutral,let's go with boulos and erundina! # virasp50
